,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.26900059365653006,-0.43032699921958006,-0.8159281600895515,-0.4944436070475877,-0.4462751931488773,-0.41800101115535815,-0.2219255285849785,-0.508712720493514,-0.4859878048572418,-0.458923874550501,-0.4720932759870554,-0.5040902834147918,-0.7196261526565794,-0.49687554857273786,-0.49815504057403115,-0.48575278462450944,-0.4710736823143069,-0.4985697661184715,-0.4952175169559804,-0.49035131598033455,-0.3992066762288199,-0.5008466341185083,-0.49556257376879864,-0.491539722928789,-0.5015388165576093,-0.48541163160671774,-0.49621997294801357,-0.503123864781833,-0.507243645871213,-0.49749261805381706,-0.5637454874800953,-0.4973928470393033,-0.5010714252949922,-0.4987070229095213,-0.5001974883207706,-0.4975148807591323
1,0.2709371359287356,-0.48497060592651386,-0.6839104222854034,-0.43733053727116444,-0.45912997270752587,-0.33931857201917137,-0.3322572650201737,-0.44919581046522317,-0.46441222966338314,-0.4339736208237177,-0.4704337596422836,-0.46296840312980736,-0.6374308430430422,-0.5002247953938683,-0.4525595736383815,-0.44847948253019454,-0.45414935561373815,-0.501963627184653,-0.4759554383504667,-0.47302883214636393,-0.4288755520450732,-0.4869981774535743,-0.48438014359942094,-0.48379811738998246,-0.48458134671394115,-0.4957880777767225,-0.4899759114621477,-0.48630022538717965,-0.5008346093149098,-0.4976540865387815,-0.5617322722100785,-0.5038094432307749,-0.5064674627163175,-0.5027388867143747,-0.4987087173901069,-0.48953522170090136
2,0.3040276163003839,-0.47841687813749423,-0.6656611795191361,-0.48508888219978585,-0.49355443415485045,-0.28620654384866806,-0.2777636684107073,-0.49401903586955553,-0.47959018095640005,-0.49585118333184497,-0.49040166686816145,-0.478601264835112,-0.6926760200203708,-0.48478303436026826,-0.4984516977694927,-0.3836906899156538,-0.4918460457771173,-0.46050910066008377,-0.499179204394922,-0.49547328079211395,-0.4160864778588035,-0.4801723391789493,-0.4994695136838808,-0.4717928400010172,-0.48272318219758403,-0.4952441738745995,-0.5046885148848959,-0.5057592798610515,-0.4954756309763494,-0.4636572100663786,-0.5650666798492454,-0.4873686459576445,-0.49638183618365006,-0.4991907064309167,-0.49921244569975853,-0.4869889688196122
3,0.261470129419205,-0.41029942372280326,-0.7231357387958821,-0.4838382739817414,-0.4422042190974389,-0.41047838835272665,-0.2943308482577902,-0.48338529240473693,-0.49853199724474195,-0.48631142659609394,-0.4949297338016023,-0.4924809228165593,-0.6653212179373,-0.4880298026235894,-0.5056583100220204,-0.48843678734532936,-0.49312229785845096,-0.5076475629190834,-0.49826324195080274,-0.49560690650759953,-0.42197844850233446,-0.4847909581043096,-0.502284144422076,-0.493783711701128,-0.502502169125778,-0.49227424900661576,-0.5005487282868214,-0.4978526345490488,-0.5000710293766748,-0.493329560212757,-0.5576038538653606,-0.4915513767297722,-0.49783768229525827,-0.5055385922431966,-0.5057482506661091,-0.5043872182504174
4,0.217901924475838,-0.45907308209034925,-0.7720870859102845,-0.4691281710647749,-0.47180273600394573,-0.46236268706290684,-0.2839809601238088,-0.48940344638937483,-0.483724420253993,-0.45603994783618285,-0.47699327335916886,-0.4940344171750901,-0.6881000043722976,-0.4943292587592283,-0.498386958504755,-0.5078207892783629,-0.47601598449277016,-0.4947230596149247,-0.49783378614810636,-0.4997952516307691,-0.3922378996469933,-0.4910735569490715,-0.505024610955944,-0.507313471154702,-0.5032482279305284,-0.48810682950503936,-0.5019781012996709,-0.5008041893923922,-0.506207028256378,-0.5049612995624426,-0.5851418610804712,-0.4772750347857385,-0.5052156443925356,-0.5064415412424567,-0.5017689130064438,-0.5046153097864537
5,0.47653322062187886,-0.34507734971127724,-0.8487189098193445,-0.438951313439903,-0.26697043180499347,-0.4423720876926166,-0.2553268579839044,-0.384311308875825,-0.42385049308222555,-0.33217654556954035,-0.4357043026278413,-0.471679105586877,-0.6371734275373556,-0.3958268297955807,-0.4820279841539966,-0.47981399819043224,-0.442151008988815,-0.4779978290739345,-0.48794890834314664,-0.4909637116205595,-0.4537304474224544,-0.46976065888611307,-0.4730442489588512,-0.5011130803617052,-0.4975606188406423,-0.49658085430391763,-0.4736510372152434,-0.47955408077980866,-0.5002240052588661,-0.4963746928333662,-0.5496294029086732,-0.4993516906417228,-0.48344630504671093,-0.48807311434301126,-0.49756421018882735,-0.5012046950986762
6,0.28930976667507213,-0.47370700398790544,-0.6407662611956073,-0.42215719451825773,-0.4774409864516953,-0.31537838040377797,-0.31761903465359553,-0.5000583722270857,-0.4955147866002928,-0.4669005915595503,-0.5003160143015823,-0.44402351865593304,-0.6541256543703723,-0.4803132229288374,-0.4834486280124122,-0.4084619663380158,-0.4824815487984728,-0.4833383732130514,-0.47986488802267424,-0.4901121887688833,-0.4296455842078192,-0.5070505383090458,-0.5014200990482448,-0.48005999974965474,-0.46916811481966925,-0.48670846151883285,-0.5023746677914114,-0.5046359206807849,-0.5019301460585344,-0.48335947764554965,-0.5647919619765505,-0.5070013337146997,-0.49964827241913956,-0.5078046555863397,-0.4984614667784386,-0.49769854491462084
7,0.30850371661568343,-0.463091833855487,-0.6754211279575693,-0.41506182005335046,-0.47907131285936244,-0.314733353387153,-0.2904969430934339,-0.45092826343182923,-0.4918518848509158,-0.4792686184802901,-0.4934168595184185,-0.4503354086393816,-0.6769509122151545,-0.4943640919163058,-0.46135410421922507,-0.41670728877235663,-0.500027213728027,-0.4975995022343571,-0.4747658180566524,-0.49803423218389786,-0.4113781765615794,-0.4946861038333411,-0.49698655073945663,-0.47836053925806044,-0.47979091575367605,-0.5051742461218494,-0.5057139219038782,-0.5006412373915938,-0.4930602171262187,-0.474443408555034,-0.5666367126913247,-0.4904380116275747,-0.49603811707348067,-0.5047784413694443,-0.4908455338251323,-0.4971620881552866
8,0.33996478892246107,-0.47011584090752057,-0.6687180615027388,-0.43759618515832155,-0.475898616025471,-0.29679134417557396,-0.28688711571435,-0.4772813266068112,-0.4831543944818456,-0.46520365273508757,-0.49944899655820274,-0.46091098276558684,-0.6646379470254912,-0.4924556851755515,-0.503791219607635,-0.4014555078657953,-0.49206176499112575,-0.4867170301907259,-0.4822143017245314,-0.4784882720998892,-0.43348519136494734,-0.484722925760122,-0.5067159063384323,-0.4777216496399539,-0.4871581629032967,-0.49899040323277855,-0.5051026498542608,-0.5055315351089731,-0.5071407271646946,-0.4733960057875346,-0.55543167096108,-0.4880195590172802,-0.5061953669372377,-0.5073861403009867,-0.49335590628093606,-0.4932786480919401
9,0.3770335763665089,-0.47647682373524003,-0.6793333764209147,-0.423024919382317,-0.452719547315077,-0.28970201587237565,-0.26441347638046053,-0.477602872531264,-0.47678287268998776,-0.44061994137843685,-0.4928422766673827,-0.40812134770235886,-0.7195958642704074,-0.4503338709335247,-0.48966035956759724,-0.4296231654856121,-0.4518427530614385,-0.4528839840691786,-0.4671567197611467,-0.4875004597881961,-0.40937332467779486,-0.46893805816734435,-0.5010081328778995,-0.4645551802426833,-0.46683516371155254,-0.4507240863590509,-0.4830825941374055,-0.5045973253831721,-0.5051392645404418,-0.48856058324610085,-0.5635624422277905,-0.4737739043306465,-0.49716169720230674,-0.499271145394405,-0.48828222725590353,-0.49247819177985264
